Date,Year,Quarter,MonthName,RevenueTarget
2023-03-10,2023,Q1,Mar,43562.61
2023-03-11,2023,Q1,Mar,19381.2
2023-03-12,2023,Q1,Mar,18737.4
2023-03-13,2023,Q1,Mar,44570.92
2023-03-14,2023,Q1,Mar,44502.56
2023-03-15,2023,Q1,Mar,45697.3
2023-03-16,2023,Q1,Mar,43312.75
2023-03-17,2023,Q1,Mar,42682.75
2023-03-18,2023,Q1,Mar,18886.34
2023-03-19,2023,Q1,Mar,18630.7
2023-03-20,2023,Q1,Mar,45172.51
2023-03-21,2023,Q1,Mar,44962.4
2023-03-22,2023,Q1,Mar,43546.66
2023-03-23,2023,Q1,Mar,41406.44
2023-03-24,2023,Q1,Mar,43987.61
2023-03-25,2023,Q1,Mar,18839.95
2023-03-26,2023,Q1,Mar,19776.65
2023-03-27,2023,Q1,Mar,44678.56
2023-03-28,2023,Q1,Mar,43591.36
2023-03-29,2023,Q1,Mar,42797.36
2023-03-30,2023,Q1,Mar,44348.14
2023-03-31,2023,Q1,Mar,43119.6
2023-04-01,2023,Q2,Apr,20520.9
2023-04-02,2023,Q2,Apr,19852.04
2023-04-03,2023,Q2,Apr,42561.69
2023-04-04,2023,Q2,Apr,41949.72
2023-04-05,2023,Q2,Apr,44022.33
2023-04-06,2023,Q2,Apr,44951.37
2023-04-07,2023,Q2,Apr,46174.32
2023-04-08,2023,Q2,Apr,18773.61
2023-04-09,2023,Q2,Apr,19605.78
2023-04-10,2023,Q2,Apr,41679.63
2023-04-11,2023,Q2,Apr,45052.26
2023-04-12,2023,Q2,Apr,45717.0
2023-04-13,2023,Q2,Apr,44006.07
2023-04-14,2023,Q2,Apr,46130.2
2023-04-15,2023,Q2,Apr,20249.5
2023-04-16,2023,Q2,Apr,18873.64
2023-04-17,2023,Q2,Apr,46326.24
2023-04-18,2023,Q2,Apr,44993.4
2023-04-19,2023,Q2,Apr,46404.03
2023-04-20,2023,Q2,Apr,43904.03
2023-04-21,2023,Q2,Apr,43505.21
2023-04-22,2023,Q2,Apr,19979.2
2023-04-23,2023,Q2,Apr,20133.11
2023-04-24,2023,Q2,Apr,43539.42
2023-04-25,2023,Q2,Apr,45382.55
2023-04-26,2023,Q2,Apr,44204.58
2023-04-27,2023,Q2,Apr,42723.92
2023-04-28,2023,Q2,Apr,44490.76
2023-04-29,2023,Q2,Apr,18870.1
2023-04-30,2023,Q2,Apr,19460.42
2023-05-01,2023,Q2,May,43305.32
2023-05-02,2023,Q2,May,43767.21
2023-05-03,2023,Q2,May,46505.51
2023-05-04,2023,Q2,May,44241.7
2023-05-05,2023,Q2,May,41798.17
2023-05-06,2023,Q2,May,19999.11
2023-05-07,2023,Q2,May,19961.25
2023-05-08,2023,Q2,May,44140.89
2023-05-09,2023,Q2,May,43178.48
2023-05-10,2023,Q2,May,45306.33
2023-05-11,2023,Q2,May,43078.59
2023-05-12,2023,Q2,May,43797.61
2023-05-13,2023,Q2,May,19881.71
2023-05-14,2023,Q2,May,18972.37
2023-05-15,2023,Q2,May,46700.19
2023-05-16,2023,Q2,May,42819.88
2023-05-17,2023,Q2,May,46000.73
2023-05-18,2023,Q2,May,46881.42
2023-05-19,2023,Q2,May,46800.73
2023-05-20,2023,Q2,May,19744.36
2023-05-21,2023,Q2,May,18858.1
2023-05-22,2023,Q2,May,46174.29
2023-05-23,2023,Q2,May,45207.36
2023-05-24,2023,Q2,May,43194.71
2023-05-25,2023,Q2,May,43846.61
2023-05-26,2023,Q2,May,44194.08
2023-05-27,2023,Q2,May,18903.79
2023-05-28,2023,Q2,May,20403.61
2023-05-29,2023,Q2,May,42894.86
2023-05-30,2023,Q2,May,45819.42
2023-05-31,2023,Q2,May,44447.19
2023-06-01,2023,Q2,Jun,43588.66
2023-06-02,2023,Q2,Jun,43461.3
2023-06-03,2023,Q2,Jun,20594.56
2023-06-04,2023,Q2,Jun,19314.85
2023-06-05,2023,Q2,Jun,44848.79
2023-06-06,2023,Q2,Jun,43518.57
2023-06-07,2023,Q2,Jun,44787.08
2023-06-08,2023,Q2,Jun,45165.27
2023-06-09,2023,Q2,Jun,46526.56
2023-06-10,2023,Q2,Jun,19645.13
2023-06-11,2023,Q2,Jun,19831.46
2023-06-12,2023,Q2,Jun,45956.32
2023-06-13,2023,Q2,Jun,43051.36
2023-06-14,2023,Q2,Jun,42081.43
2023-06-15,2023,Q2,Jun,42213.51
2023-06-16,2023,Q2,Jun,44480.04
2023-06-17,2023,Q2,Jun,20981.38
2023-06-18,2023,Q2,Jun,19102.02
2023-06-19,2023,Q2,Jun,43673.74
2023-06-20,2023,Q2,Jun,46362.5
2023-06-21,2023,Q2,Jun,44821.21
2023-06-22,2023,Q2,Jun,43353.66
2023-06-23,2023,Q2,Jun,47208.58
2023-06-24,2023,Q2,Jun,20920.97
2023-06-25,2023,Q2,Jun,19825.67
2023-06-26,2023,Q2,Jun,43179.61
2023-06-27,2023,Q2,Jun,47117.69
2023-06-28,2023,Q2,Jun,47355.46
2023-06-29,2023,Q2,Jun,46362.35
2023-06-30,2023,Q2,Jun,46237.16
2023-07-01,2023,Q3,Jul,19817.4
2023-07-02,2023,Q3,Jul,21224.85
2023-07-03,2023,Q3,Jul,44915.48
2023-07-04,2023,Q3,Jul,46146.71
2023-07-05,2023,Q3,Jul,45752.14
2023-07-06,2023,Q3,Jul,47357.09
2023-07-07,2023,Q3,Jul,43253.5
2023-07-08,2023,Q3,Jul,19772.95
2023-07-09,2023,Q3,Jul,20791.01
2023-07-10,2023,Q3,Jul,42751.79
2023-07-11,2023,Q3,Jul,43307.31
2023-07-12,2023,Q3,Jul,42878.89
2023-07-13,2023,Q3,Jul,46923.22
2023-07-14,2023,Q3,Jul,43516.91
2023-07-15,2023,Q3,Jul,20264.97
2023-07-16,2023,Q3,Jul,20787.48
2023-07-17,2023,Q3,Jul,47268.82
2023-07-18,2023,Q3,Jul,44289.63
2023-07-19,2023,Q3,Jul,47374.54
2023-07-20,2023,Q3,Jul,46695.0
2023-07-21,2023,Q3,Jul,45536.27
2023-07-22,2023,Q3,Jul,19313.86
2023-07-23,2023,Q3,Jul,19430.33
2023-07-24,2023,Q3,Jul,45793.46
2023-07-25,2023,Q3,Jul,44903.7
2023-07-26,2023,Q3,Jul,43390.4
2023-07-27,2023,Q3,Jul,46459.82
2023-07-28,2023,Q3,Jul,43132.66
2023-07-29,2023,Q3,Jul,20653.46
2023-07-30,2023,Q3,Jul,20349.84
2023-07-31,2023,Q3,Jul,46292.39
2023-08-01,2023,Q3,Aug,46563.98
2023-08-02,2023,Q3,Aug,46795.98
2023-08-03,2023,Q3,Aug,46028.22
2023-08-04,2023,Q3,Aug,47732.24
2023-08-05,2023,Q3,Aug,20592.84
2023-08-06,2023,Q3,Aug,20191.46
2023-08-07,2023,Q3,Aug,43303.38
2023-08-08,2023,Q3,Aug,44362.13
2023-08-09,2023,Q3,Aug,43437.07
2023-08-10,2023,Q3,Aug,42983.45
2023-08-11,2023,Q3,Aug,43239.41
2023-08-12,2023,Q3,Aug,21190.7
2023-08-13,2023,Q3,Aug,20203.5
2023-08-14,2023,Q3,Aug,47462.72
2023-08-15,2023,Q3,Aug,47268.64
2023-08-16,2023,Q3,Aug,46622.25
2023-08-17,2023,Q3,Aug,43934.75
2023-08-18,2023,Q3,Aug,43452.53
2023-08-19,2023,Q3,Aug,19459.82
2023-08-20,2023,Q3,Aug,21371.29
2023-08-21,2023,Q3,Aug,48407.76
2023-08-22,2023,Q3,Aug,44462.16
2023-08-23,2023,Q3,Aug,48298.84
2023-08-24,2023,Q3,Aug,46742.73
2023-08-25,2023,Q3,Aug,46523.91
2023-08-26,2023,Q3,Aug,21521.48
2023-08-27,2023,Q3,Aug,21876.48
2023-08-28,2023,Q3,Aug,43343.33
2023-08-29,2023,Q3,Aug,44601.37
2023-08-30,2023,Q3,Aug,45269.65
2023-08-31,2023,Q3,Aug,48571.4
2023-09-01,2023,Q3,Sep,44585.78
2023-09-02,2023,Q3,Sep,20921.09
2023-09-03,2023,Q3,Sep,19753.81
2023-09-04,2023,Q3,Sep,44181.18
2023-09-05,2023,Q3,Sep,47596.49
2023-09-06,2023,Q3,Sep,44044.43
2023-09-07,2023,Q3,Sep,47772.55
2023-09-08,2023,Q3,Sep,48894.32
2023-09-09,2023,Q3,Sep,20836.51
2023-09-10,2023,Q3,Sep,21203.99
2023-09-11,2023,Q3,Sep,46028.06
2023-09-12,2023,Q3,Sep,47477.77
2023-09-13,2023,Q3,Sep,46700.76
2023-09-14,2023,Q3,Sep,48100.1
2023-09-15,2023,Q3,Sep,46399.98
2023-09-16,2023,Q3,Sep,19765.09
2023-09-17,2023,Q3,Sep,19773.47
2023-09-18,2023,Q3,Sep,47697.38
2023-09-19,2023,Q3,Sep,45747.8
2023-09-20,2023,Q3,Sep,48398.61
2023-09-21,2023,Q3,Sep,46033.85
2023-09-22,2023,Q3,Sep,46808.4
2023-09-23,2023,Q3,Sep,20058.73
2023-09-24,2023,Q3,Sep,22144.16
2023-09-25,2023,Q3,Sep,46505.31
2023-09-26,2023,Q3,Sep,46708.14
2023-09-27,2023,Q3,Sep,48752.65
2023-09-28,2023,Q3,Sep,45308.73
2023-09-29,2023,Q3,Sep,44233.49
2023-09-30,2023,Q3,Sep,20538.48
2023-10-01,2023,Q4,Oct,21990.7
2023-10-02,2023,Q4,Oct,46197.42
2023-10-03,2023,Q4,Oct,48078.36
2023-10-04,2023,Q4,Oct,46943.75
2023-10-05,2023,Q4,Oct,45878.44
2023-10-06,2023,Q4,Oct,44315.88
2023-10-07,2023,Q4,Oct,21721.9
2023-10-08,2023,Q4,Oct,21433.03
2023-10-09,2023,Q4,Oct,45737.45
2023-10-10,2023,Q4,Oct,45880.43
2023-10-11,2023,Q4,Oct,44071.75
2023-10-12,2023,Q4,Oct,48096.52
2023-10-13,2023,Q4,Oct,44435.84
2023-10-14,2023,Q4,Oct,20101.25
2023-10-15,2023,Q4,Oct,20479.33
2023-10-16,2023,Q4,Oct,44232.62
2023-10-17,2023,Q4,Oct,47476.45
2023-10-18,2023,Q4,Oct,49629.98
2023-10-19,2023,Q4,Oct,44801.51
2023-10-20,2023,Q4,Oct,44675.78
2023-10-21,2023,Q4,Oct,20991.32
2023-10-22,2023,Q4,Oct,21379.17
2023-10-23,2023,Q4,Oct,46833.92
2023-10-24,2023,Q4,Oct,44167.18
2023-10-25,2023,Q4,Oct,48050.76
2023-10-26,2023,Q4,Oct,47649.4
2023-10-27,2023,Q4,Oct,45490.69
2023-10-28,2023,Q4,Oct,20238.54
2023-10-29,2023,Q4,Oct,20368.73
2023-10-30,2023,Q4,Oct,47268.47
2023-10-31,2023,Q4,Oct,49754.77
2023-11-01,2023,Q4,Nov,57447.72
2023-11-02,2023,Q4,Nov,57183.85
2023-11-03,2023,Q4,Nov,58241.94
2023-11-04,2023,Q4,Nov,28352.38
2023-11-05,2023,Q4,Nov,26209.91
2023-11-06,2023,Q4,Nov,63412.19
2023-11-07,2023,Q4,Nov,57463.25
2023-11-08,2023,Q4,Nov,57361.06
2023-11-09,2023,Q4,Nov,59404.57
2023-11-10,2023,Q4,Nov,59754.2
2023-11-11,2023,Q4,Nov,25606.33
2023-11-12,2023,Q4,Nov,28079.94
2023-11-13,2023,Q4,Nov,60934.38
2023-11-14,2023,Q4,Nov,59917.11
2023-11-15,2023,Q4,Nov,57736.64
2023-11-16,2023,Q4,Nov,57422.57
2023-11-17,2023,Q4,Nov,58335.78
2023-11-18,2023,Q4,Nov,26044.93
2023-11-19,2023,Q4,Nov,26107.02
2023-11-20,2023,Q4,Nov,58477.53
2023-11-21,2023,Q4,Nov,62060.64
2023-11-22,2023,Q4,Nov,63158.48
2023-11-23,2023,Q4,Nov,63056.38
2023-11-24,2023,Q4,Nov,58011.78
2023-11-25,2023,Q4,Nov,25897.78
2023-11-26,2023,Q4,Nov,26900.67
2023-11-27,2023,Q4,Nov,61698.8
2023-11-28,2023,Q4,Nov,58833.34
2023-11-29,2023,Q4,Nov,63864.19
2023-11-30,2023,Q4,Nov,57601.07
2023-12-01,2023,Q4,Dec,59731.9
2023-12-02,2023,Q4,Dec,27277.99
2023-12-03,2023,Q4,Dec,25936.96
2023-12-04,2023,Q4,Dec,57742.34
2023-12-05,2023,Q4,Dec,60649.03
2023-12-06,2023,Q4,Dec,58503.92
2023-12-07,2023,Q4,Dec,59481.84
2023-12-08,2023,Q4,Dec,59975.65
2023-12-09,2023,Q4,Dec,26529.84
2023-12-10,2023,Q4,Dec,28586.36
2023-12-11,2023,Q4,Dec,61899.87
2023-12-12,2023,Q4,Dec,61755.85
2023-12-13,2023,Q4,Dec,64727.2
2023-12-14,2023,Q4,Dec,62342.72
2023-12-15,2023,Q4,Dec,60108.22
2023-12-16,2023,Q4,Dec,26094.27
2023-12-17,2023,Q4,Dec,28448.35
2023-12-18,2023,Q4,Dec,57665.81
2023-12-19,2023,Q4,Dec,58505.12
2023-12-20,2023,Q4,Dec,63263.28
2023-12-21,2023,Q4,Dec,61176.19
2023-12-22,2023,Q4,Dec,63687.35
2023-12-23,2023,Q4,Dec,29144.45
2023-12-24,2023,Q4,Dec,28708.13
2023-12-25,2023,Q4,Dec,63574.49
2023-12-26,2023,Q4,Dec,58724.47
2023-12-27,2023,Q4,Dec,59613.98
2023-12-28,2023,Q4,Dec,60522.98
2023-12-29,2023,Q4,Dec,65110.98
2023-12-30,2023,Q4,Dec,27940.27
2023-12-31,2023,Q4,Dec,29044.14
2024-01-01,2024,Q1,Jan,48540.33
2024-01-02,2024,Q1,Jan,45749.39
2024-01-03,2024,Q1,Jan,46380.57
2024-01-04,2024,Q1,Jan,49954.48
2024-01-05,2024,Q1,Jan,48272.89
2024-01-06,2024,Q1,Jan,21971.76
2024-01-07,2024,Q1,Jan,22946.06
2024-01-08,2024,Q1,Jan,48984.09
2024-01-09,2024,Q1,Jan,49357.05
2024-01-10,2024,Q1,Jan,46970.67
2024-01-11,2024,Q1,Jan,50992.87
2024-01-12,2024,Q1,Jan,46935.82
2024-01-13,2024,Q1,Jan,21737.86
2024-01-14,2024,Q1,Jan,23061.36
2024-01-15,2024,Q1,Jan,50810.72
2024-01-16,2024,Q1,Jan,50410.82
2024-01-17,2024,Q1,Jan,46221.32
2024-01-18,2024,Q1,Jan,51121.23
2024-01-19,2024,Q1,Jan,45769.87
2024-01-20,2024,Q1,Jan,20896.66
2024-01-21,2024,Q1,Jan,20890.26
2024-01-22,2024,Q1,Jan,47766.87
2024-01-23,2024,Q1,Jan,47941.9
2024-01-24,2024,Q1,Jan,50731.24
2024-01-25,2024,Q1,Jan,48259.11
2024-01-26,2024,Q1,Jan,47320.59
2024-01-27,2024,Q1,Jan,23085.59
2024-01-28,2024,Q1,Jan,21420.42
2024-01-29,2024,Q1,Jan,49109.31
2024-01-30,2024,Q1,Jan,46240.53
2024-01-31,2024,Q1,Jan,48674.3
2024-02-01,2024,Q1,Feb,46141.98
2024-02-02,2024,Q1,Feb,47688.83
2024-02-03,2024,Q1,Feb,22076.21
2024-02-04,2024,Q1,Feb,21559.7
2024-02-05,2024,Q1,Feb,45938.74
2024-02-06,2024,Q1,Feb,49626.13
2024-02-07,2024,Q1,Feb,45941.26
2024-02-08,2024,Q1,Feb,48032.13
2024-02-09,2024,Q1,Feb,48518.31
2024-02-10,2024,Q1,Feb,22166.38
2024-02-11,2024,Q1,Feb,23041.64
2024-02-12,2024,Q1,Feb,49446.73
2024-02-13,2024,Q1,Feb,51172.54
2024-02-14,2024,Q1,Feb,49539.94
2024-02-15,2024,Q1,Feb,49502.81
2024-02-16,2024,Q1,Feb,51315.11
2024-02-17,2024,Q1,Feb,22850.83
2024-02-18,2024,Q1,Feb,22376.7
2024-02-19,2024,Q1,Feb,49965.57
2024-02-20,2024,Q1,Feb,48207.56
2024-02-21,2024,Q1,Feb,49134.45
2024-02-22,2024,Q1,Feb,47035.04
2024-02-23,2024,Q1,Feb,46405.57
2024-02-24,2024,Q1,Feb,23084.53
2024-02-25,2024,Q1,Feb,22114.32
2024-02-26,2024,Q1,Feb,50447.26
2024-02-27,2024,Q1,Feb,47289.29
2024-02-28,2024,Q1,Feb,46523.24
2024-02-29,2024,Q1,Feb,48521.72
2024-03-01,2024,Q1,Mar,48289.7
2024-03-02,2024,Q1,Mar,21427.57
2024-03-03,2024,Q1,Mar,23107.64
2024-03-04,2024,Q1,Mar,48924.66
2024-03-05,2024,Q1,Mar,48708.4
2024-03-06,2024,Q1,Mar,46944.38
2024-03-07,2024,Q1,Mar,50001.95
2024-03-08,2024,Q1,Mar,50286.98
2024-03-09,2024,Q1,Mar,20862.23
2024-03-10,2024,Q1,Mar,22640.05
2024-03-11,2024,Q1,Mar,49442.77
2024-03-12,2024,Q1,Mar,51927.0
2024-03-13,2024,Q1,Mar,49679.8
2024-03-14,2024,Q1,Mar,47371.92
2024-03-15,2024,Q1,Mar,49223.81
2024-03-16,2024,Q1,Mar,20975.37
2024-03-17,2024,Q1,Mar,21694.95
2024-03-18,2024,Q1,Mar,51064.95
2024-03-19,2024,Q1,Mar,47074.65
2024-03-20,2024,Q1,Mar,47708.93
2024-03-21,2024,Q1,Mar,50452.97
2024-03-22,2024,Q1,Mar,48840.01
2024-03-23,2024,Q1,Mar,23139.61
2024-03-24,2024,Q1,Mar,23002.7
2024-03-25,2024,Q1,Mar,47830.98
2024-03-26,2024,Q1,Mar,49604.18
2024-03-27,2024,Q1,Mar,50694.67
2024-03-28,2024,Q1,Mar,47452.89
2024-03-29,2024,Q1,Mar,50537.6
2024-03-30,2024,Q1,Mar,21694.99
2024-03-31,2024,Q1,Mar,23110.08
2024-04-01,2024,Q2,Apr,48954.69
2024-04-02,2024,Q2,Apr,48157.54
2024-04-03,2024,Q2,Apr,47078.81
2024-04-04,2024,Q2,Apr,47209.4
2024-04-05,2024,Q2,Apr,51201.99
2024-04-06,2024,Q2,Apr,21201.63
2024-04-07,2024,Q2,Apr,22467.71
2024-04-08,2024,Q2,Apr,49114.89
2024-04-09,2024,Q2,Apr,46846.18
2024-04-10,2024,Q2,Apr,48137.44
2024-04-11,2024,Q2,Apr,51322.08
2024-04-12,2024,Q2,Apr,49781.29
2024-04-13,2024,Q2,Apr,21952.43
2024-04-14,2024,Q2,Apr,21397.79
2024-04-15,2024,Q2,Apr,51990.84
2024-04-16,2024,Q2,Apr,51771.48
2024-04-17,2024,Q2,Apr,52090.69
2024-04-18,2024,Q2,Apr,49265.79
2024-04-19,2024,Q2,Apr,47934.07
2024-04-20,2024,Q2,Apr,22226.23
2024-04-21,2024,Q2,Apr,22597.22
2024-04-22,2024,Q2,Apr,51699.1
2024-04-23,2024,Q2,Apr,48057.15
2024-04-24,2024,Q2,Apr,50575.39
2024-04-25,2024,Q2,Apr,48109.47
2024-04-26,2024,Q2,Apr,49987.06
2024-04-27,2024,Q2,Apr,23585.8
2024-04-28,2024,Q2,Apr,23788.15
2024-04-29,2024,Q2,Apr,50863.73
2024-04-30,2024,Q2,Apr,47181.02
2024-05-01,2024,Q2,May,47901.48
2024-05-02,2024,Q2,May,48217.52
2024-05-03,2024,Q2,May,51684.04
2024-05-04,2024,Q2,May,22578.43
2024-05-05,2024,Q2,May,23725.15
2024-05-06,2024,Q2,May,48364.15
2024-05-07,2024,Q2,May,48932.83
2024-05-08,2024,Q2,May,51273.71
2024-05-09,2024,Q2,May,49458.66
2024-05-10,2024,Q2,May,52814.9
2024-05-11,2024,Q2,May,22301.03
2024-05-12,2024,Q2,May,22366.43
2024-05-13,2024,Q2,May,48931.98
2024-05-14,2024,Q2,May,50345.72
2024-05-15,2024,Q2,May,50103.49
2024-05-16,2024,Q2,May,52828.5
2024-05-17,2024,Q2,May,52767.8
2024-05-18,2024,Q2,May,23325.0
2024-05-19,2024,Q2,May,22201.27
2024-05-20,2024,Q2,May,52100.81
2024-05-21,2024,Q2,May,47619.13
2024-05-22,2024,Q2,May,48134.56
2024-05-23,2024,Q2,May,49783.44
2024-05-24,2024,Q2,May,49685.02
2024-05-25,2024,Q2,May,22210.61
2024-05-26,2024,Q2,May,23125.85
2024-05-27,2024,Q2,May,52000.61
2024-05-28,2024,Q2,May,52993.37
2024-05-29,2024,Q2,May,49049.16
2024-05-30,2024,Q2,May,51564.99
2024-05-31,2024,Q2,May,47840.1
2024-06-01,2024,Q2,Jun,22185.72
2024-06-02,2024,Q2,Jun,21727.98
2024-06-03,2024,Q2,Jun,49087.16
2024-06-04,2024,Q2,Jun,49006.24
2024-06-05,2024,Q2,Jun,50832.71
2024-06-06,2024,Q2,Jun,49251.04
2024-06-07,2024,Q2,Jun,47966.09
2024-06-08,2024,Q2,Jun,22769.7
2024-06-09,2024,Q2,Jun,21822.28
2024-06-10,2024,Q2,Jun,48093.5
2024-06-11,2024,Q2,Jun,52083.61
2024-06-12,2024,Q2,Jun,47878.81
2024-06-13,2024,Q2,Jun,50914.14
2024-06-14,2024,Q2,Jun,48811.51
2024-06-15,2024,Q2,Jun,22222.3
2024-06-16,2024,Q2,Jun,22952.87
2024-06-17,2024,Q2,Jun,50233.17
2024-06-18,2024,Q2,Jun,53125.76
2024-06-19,2024,Q2,Jun,50548.62
2024-06-20,2024,Q2,Jun,52231.63
2024-06-21,2024,Q2,Jun,48947.7
2024-06-22,2024,Q2,Jun,21756.08
2024-06-23,2024,Q2,Jun,21770.76
2024-06-24,2024,Q2,Jun,50569.58
2024-06-25,2024,Q2,Jun,51153.61
2024-06-26,2024,Q2,Jun,52552.06
2024-06-27,2024,Q2,Jun,52518.73
2024-06-28,2024,Q2,Jun,52424.35
2024-06-29,2024,Q2,Jun,23730.45
2024-06-30,2024,Q2,Jun,22110.57
2024-07-01,2024,Q3,Jul,52107.8
2024-07-02,2024,Q3,Jul,48801.25
2024-07-03,2024,Q3,Jul,50196.58
2024-07-04,2024,Q3,Jul,48560.09
2024-07-05,2024,Q3,Jul,52106.55
2024-07-06,2024,Q3,Jul,24269.91
2024-07-07,2024,Q3,Jul,22802.11
2024-07-08,2024,Q3,Jul,54009.16
2024-07-09,2024,Q3,Jul,50428.32
2024-07-10,2024,Q3,Jul,52133.35
2024-07-11,2024,Q3,Jul,49157.64
2024-07-12,2024,Q3,Jul,51835.44
2024-07-13,2024,Q3,Jul,22520.56
2024-07-14,2024,Q3,Jul,22495.9
2024-07-15,2024,Q3,Jul,52910.7
2024-07-16,2024,Q3,Jul,50837.28
2024-07-17,2024,Q3,Jul,49530.1
2024-07-18,2024,Q3,Jul,53143.53
2024-07-19,2024,Q3,Jul,50218.93
2024-07-20,2024,Q3,Jul,23713.55
2024-07-21,2024,Q3,Jul,23165.06
2024-07-22,2024,Q3,Jul,54118.19
2024-07-23,2024,Q3,Jul,54199.27
2024-07-24,2024,Q3,Jul,53191.74
2024-07-25,2024,Q3,Jul,49119.97
2024-07-26,2024,Q3,Jul,49489.12
2024-07-27,2024,Q3,Jul,24057.26
2024-07-28,2024,Q3,Jul,23240.53
2024-07-29,2024,Q3,Jul,49740.87
2024-07-30,2024,Q3,Jul,53910.23
2024-07-31,2024,Q3,Jul,49329.99
2024-08-01,2024,Q3,Aug,52413.68
2024-08-02,2024,Q3,Aug,52830.68
2024-08-03,2024,Q3,Aug,23651.34
2024-08-04,2024,Q3,Aug,23477.98
2024-08-05,2024,Q3,Aug,51791.82
2024-08-06,2024,Q3,Aug,52689.49
2024-08-07,2024,Q3,Aug,50748.02
2024-08-08,2024,Q3,Aug,49307.79
2024-08-09,2024,Q3,Aug,49363.34
2024-08-10,2024,Q3,Aug,23977.48
2024-08-11,2024,Q3,Aug,24103.44
2024-08-12,2024,Q3,Aug,50699.17
2024-08-13,2024,Q3,Aug,52721.67
2024-08-14,2024,Q3,Aug,50952.25
2024-08-15,2024,Q3,Aug,54449.63
2024-08-16,2024,Q3,Aug,54130.84
2024-08-17,2024,Q3,Aug,23180.23
2024-08-18,2024,Q3,Aug,23007.63
2024-08-19,2024,Q3,Aug,53659.57
2024-08-20,2024,Q3,Aug,49867.28
2024-08-21,2024,Q3,Aug,52047.95
2024-08-22,2024,Q3,Aug,52129.04
2024-08-23,2024,Q3,Aug,50729.53
2024-08-24,2024,Q3,Aug,24253.89
2024-08-25,2024,Q3,Aug,23338.52
2024-08-26,2024,Q3,Aug,51007.32
2024-08-27,2024,Q3,Aug,49048.81
2024-08-28,2024,Q3,Aug,50494.13
2024-08-29,2024,Q3,Aug,54105.34
2024-08-30,2024,Q3,Aug,52139.85
2024-08-31,2024,Q3,Aug,23373.27
2024-09-01,2024,Q3,Sep,24798.81
2024-09-02,2024,Q3,Sep,55339.72
2024-09-03,2024,Q3,Sep,54711.41
